# Exported by snowmicropyn 1.1.0 (git hash 810911e91ee489585bd69acfc72637e7a61b7dc0)
distance [mm],force [N]
5.7314,0.0927
5.7355,0.0900
5.7397,0.0900
5.7438,0.0900
5.7479,0.0900
5.7521,0.0900
5.7562,0.0900
5.7603,0.0900
5.7645,0.0900
5.7686,0.0900
5.7727,0.0900
5.7769,0.0900
5.7810,0.0900
5.7851,0.0900
5.7893,0.0900
5.7934,0.0900
5.7975,0.0900
5.8017,0.0900
5.8058,0.0914
5.8099,0.0900
5.8140,0.0914
5.8182,0.0914
5.8223,0.0914
5.8264,0.0900
5.8306,0.0900
5.8347,0.0900
5.8388,0.0900
5.8430,0.0900
5.8471,0.0900
5.8512,0.0914
5.8554,0.0900
5.8595,0.0900
5.8636,0.0914
5.8678,0.0914
5.8719,0.0900
5.8760,0.0887
5.8802,0.0900
5.8843,0.0900
5.8884,0.0900
5.8926,0.0900
5.8967,0.0900
5.9008,0.0900
5.9050,0.0900
5.9091,0.0887
5.9132,0.0900
5.9174,0.0900
5.9215,0.0900
5.9256,0.0887
5.9298,0.0900
5.9339,0.0900
5.9380,0.0900
5.9421,0.0900
5.9463,0.0900
5.9504,0.0900
5.9545,0.0900
5.9587,0.0887
5.9628,0.0900
5.9669,0.0887
5.9711,0.0900
5.9752,0.0887
5.9793,0.0900
5.9835,0.0900
5.9876,0.0887
5.9917,0.0874
5.9959,0.0900
6.0000,0.0900
6.0041,0.0887
6.0083,0.0874
6.0124,0.0887
6.0165,0.0900
6.0207,0.0887
6.0248,0.0874
6.0289,0.0887
6.0331,0.0900
6.0372,0.0887
6.0413,0.0887
6.0455,0.0874
6.0496,0.0900
6.0537,0.0900
6.0579,0.0887
6.0620,0.0900
6.0661,0.0861
6.0702,0.0887
6.0744,0.0887
6.0785,0.0874
6.0826,0.0874
6.0868,0.0887
6.0909,0.0900
6.0950,0.0887
6.0992,0.0874
6.1033,0.0900
6.1074,0.0914
6.1116,0.0887
6.1157,0.0900
6.1198,0.0900
6.1240,0.0900
6.1281,0.0887
6.1322,0.0887
6.1364,0.0887
6.1405,0.0887
6.1446,0.0874
6.1488,0.0900
6.1529,0.0887
6.1570,0.0900
6.1612,0.0900
6.1653,0.0887
6.1694,0.0914
6.1736,0.0900
6.1777,0.0900
6.1818,0.0887
6.1860,0.0900
6.1901,0.0900
6.1942,0.0900
6.1983,0.0914
6.2025,0.0887
6.2066,0.0900
6.2107,0.0914
6.2149,0.0900
6.2190,0.0900
6.2231,0.0914
6.2273,0.0914
6.2314,0.0914
6.2355,0.0914
6.2397,0.0900
6.2438,0.0914
6.2479,0.0874
6.2521,0.0900
6.2562,0.0914
6.2603,0.0927
6.2645,0.0900
6.2686,0.0900
6.2727,0.0900
6.2769,0.0914
6.2810,0.0900
6.2851,0.0887
6.2893,0.0914
6.2934,0.0927
6.2975,0.0887
6.3017,0.0900
6.3058,0.0900
6.3099,0.0900
6.3140,0.0874
6.3182,0.0887
6.3223,0.0900
6.3264,0.0887
6.3306,0.0887
6.3347,0.0887
6.3388,0.0900
6.3430,0.0887
6.3471,0.0914
6.3512,0.0900
6.3554,0.0887
6.3595,0.0900
6.3636,0.0900
6.3678,0.0900
6.3719,0.0900
6.3760,0.0900
6.3802,0.0900
6.3843,0.0900
6.3884,0.0927
6.3926,0.0900
6.3967,0.0887
6.4008,0.0914
6.4050,0.0927
6.4091,0.0900
6.4132,0.0874
6.4174,0.0900
6.4215,0.0900
6.4256,0.0887
6.4298,0.0914
6.4339,0.0900
6.4380,0.0900
6.4421,0.0900
6.4463,0.0900
6.4504,0.0914
6.4545,0.0887
6.4587,0.0900
6.4628,0.0927
6.4669,0.0914
6.4711,0.0887
6.4752,0.0900
6.4793,0.0900
6.4835,0.0900
6.4876,0.0887
6.4917,0.0887
6.4959,0.0887
6.5000,0.0900
6.5041,0.0914
6.5083,0.0887
6.5124,0.0900
6.5165,0.0900
6.5207,0.0900
6.5248,0.0900
6.5289,0.0900
6.5331,0.0900
6.5372,0.0927
6.5413,0.0927
6.5455,0.0900
6.5496,0.0900
6.5537,0.0900
6.5579,0.0914
6.5620,0.0900
6.5661,0.0900
6.5702,0.0900
6.5744,0.0900
6.5785,0.0900
6.5826,0.0900
6.5868,0.0900
6.5909,0.0900
6.5950,0.0887
6.5992,0.0887
6.6033,0.0900
6.6074,0.0914
6.6116,0.0900
6.6157,0.0887
6.6198,0.0887
6.6240,0.0900
6.6281,0.0887
6.6322,0.0887
6.6364,0.0887
6.6405,0.0900
6.6446,0.0900
6.6488,0.0887
6.6529,0.0900
6.6570,0.0887
6.6612,0.0874
6.6653,0.0887
6.6694,0.0887
6.6736,0.0874
6.6777,0.0887
6.6818,0.0887
6.6860,0.0900
6.6901,0.0900
6.6942,0.0914
6.6983,0.0887
6.7025,0.0887
6.7066,0.0900
6.7107,0.0900
6.7149,0.0914
6.7190,0.0887
6.7231,0.0887
6.7273,0.0900
6.7314,0.0874
6.7355,0.0887
6.7397,0.0914
6.7438,0.0900
6.7479,0.0887
6.7521,0.0900
6.7562,0.0900
6.7603,0.0900
6.7645,0.0900
6.7686,0.0900
6.7727,0.0900
6.7769,0.0900
6.7810,0.0900
6.7851,0.0900
6.7893,0.0914
6.7934,0.0914
6.7975,0.0887
6.8017,0.0887
6.8058,0.0874
6.8099,0.0900
6.8140,0.0887
6.8182,0.0900
6.8223,0.0914
6.8264,0.0914
6.8306,0.0874
6.8347,0.0874
6.8388,0.0900
6.8430,0.0914
6.8471,0.0874
6.8512,0.0900
6.8554,0.0914
6.8595,0.0887
6.8636,0.0887
6.8678,0.0914
6.8719,0.0914
6.8760,0.0887
6.8802,0.0900
6.8843,0.0914
6.8884,0.0900
6.8926,0.0900
6.8967,0.0887
6.9008,0.0887
6.9050,0.0927
6.9091,0.0900
6.9132,0.0900
6.9174,0.0940
6.9215,0.0914
6.9256,0.0900
6.9298,0.0914
6.9339,0.0914
6.9380,0.0900
6.9421,0.0900
6.9463,0.0900
6.9504,0.0887
6.9545,0.0927
6.9587,0.0927
6.9628,0.0914
6.9669,0.0887
6.9711,0.0914
6.9752,0.0914
6.9793,0.0900
6.9835,0.0887
6.9876,0.0914
6.9917,0.0887
6.9959,0.0887
7.0000,0.0887
7.0041,0.0900
7.0083,0.0887
7.0124,0.0900
7.0165,0.0887
7.0207,0.0927
7.0248,0.0914
7.0289,0.0887
7.0331,0.0927
7.0372,0.0914
7.0413,0.0914
7.0455,0.0874
7.0496,0.0887
7.0537,0.0887
7.0579,0.0900
7.0620,0.0900
7.0661,0.0900
7.0702,0.0900
7.0744,0.0887
7.0785,0.0887
7.0826,0.0874
7.0868,0.0900
7.0909,0.0940
7.0950,0.0914
7.0992,0.0887
7.1033,0.0900
7.1074,0.0900
7.1116,0.0914
7.1157,0.0874
7.1198,0.0887
7.1240,0.0914
7.1281,0.0900
7.1322,0.0914
7.1364,0.0900
7.1405,0.0940
7.1446,0.0887
7.1488,0.0887
7.1529,0.0900
7.1570,0.0914
7.1612,0.0887
7.1653,0.0874
7.1694,0.0887
7.1736,0.0927
7.1777,0.0887
7.1818,0.0874
7.1860,0.0900
7.1901,0.0914
7.1942,0.0900
7.1983,0.0900
7.2025,0.0914
7.2066,0.0927
7.2107,0.0927
7.2149,0.0887
7.2190,0.0874
7.2231,0.0887
7.2273,0.0900
7.2314,0.0861
7.2355,0.0900
7.2397,0.0887
7.2438,0.0900
7.2479,0.0900
7.2521,0.0887
7.2562,0.0874
7.2603,0.0914
7.2645,0.0914
7.2686,0.0887
7.2727,0.0900
7.2769,0.0927
7.2810,0.0900
7.2851,0.0900
7.2893,0.0900
7.2934,0.0914
7.2975,0.0900
7.3017,0.0874
7.3058,0.0900
7.3099,0.0914
7.3140,0.0887
7.3182,0.0874
7.3223,0.0900
7.3264,0.0900
7.3306,0.0861
7.3347,0.0874
7.3388,0.0914
7.3430,0.0914
7.3471,0.0900
7.3512,0.0900
7.3554,0.0940
7.3595,0.0914
7.3636,0.0887
7.3678,0.0940
7.3719,0.0940
7.3760,0.0900
7.3802,0.0940
7.3843,0.0900
7.3884,0.0900
7.3926,0.0900
7.3967,0.0887
7.4008,0.0900
7.4050,0.0887
7.4091,0.0887
7.4132,0.0887
7.4174,0.0900
7.4215,0.0900
7.4256,0.0900
7.4298,0.0900
7.4339,0.0940
7.4380,0.0887
7.4421,0.0914
7.4463,0.0914
7.4504,0.0927
7.4545,0.0887
7.4587,0.0887
7.4628,0.0914
7.4669,0.0900
7.4711,0.0887
7.4752,0.0887
7.4793,0.0900
7.4835,0.0887
7.4876,0.0874
7.4917,0.0861
7.4959,0.0887
7.5000,0.0900
7.5041,0.0874
7.5083,0.0887
7.5124,0.0900
7.5165,0.0887
7.5207,0.0887
7.5248,0.0900
7.5289,0.0900
7.5331,0.0900
7.5372,0.0900
7.5413,0.0900
7.5455,0.0914
7.5496,0.0914
7.5537,0.0900
7.5579,0.0887
7.5620,0.0874
7.5661,0.0900
7.5702,0.0914
7.5744,0.0874
7.5785,0.0900
7.5826,0.0927
7.5868,0.0900
7.5909,0.0900
7.5950,0.0914
7.5992,0.0914
7.6033,0.0927
7.6074,0.0874
7.6116,0.0914
7.6157,0.0914
7.6198,0.0900
7.6240,0.0887
7.6281,0.0900
7.6322,0.0900
7.6364,0.0900
7.6405,0.0887
7.6446,0.0887
7.6488,0.0900
7.6529,0.0914
7.6570,0.0887
7.6612,0.0887
7.6653,0.0874
7.6694,0.0900
7.6736,0.0874
7.6777,0.0887
7.6818,0.0874
7.6860,0.0900
7.6901,0.0914
7.6942,0.0900
7.6983,0.0914
7.7025,0.0914
7.7066,0.0927
7.7107,0.0900
7.7149,0.0927
7.7190,0.0900
7.7231,0.0914
7.7273,0.0900
7.7314,0.0874
7.7355,0.0887
7.7397,0.0914
7.7438,0.0900
7.7479,0.0887
7.7521,0.0900
7.7562,0.0927
7.7603,0.0914
7.7645,0.0914
7.7686,0.0914
7.7727,0.0927
7.7769,0.0914
7.7810,0.0900
7.7851,0.0927
7.7893,0.0900
7.7934,0.0914
7.7975,0.0900
7.8017,0.0914
7.8058,0.0900
7.8099,0.0874
7.8140,0.0887
7.8182,0.0900
7.8223,0.0874
7.8264,0.0887
7.8306,0.0887
7.8347,0.0887
7.8388,0.0887
7.8430,0.0887
7.8471,0.0900
7.8512,0.0900
7.8554,0.0900
7.8595,0.0887
7.8636,0.0927
7.8678,0.0927
7.8719,0.0900
7.8760,0.0914
7.8802,0.0914
7.8843,0.0887
7.8884,0.0900
7.8926,0.0874
7.8967,0.0900
7.9008,0.0874
7.9050,0.0887
7.9091,0.0861
7.9132,0.0874
7.9174,0.0874
7.9215,0.0914
7.9256,0.0914
7.9298,0.0914
7.9339,0.0900
7.9380,0.0940
7.9421,0.0927
7.9463,0.0900
7.9504,0.0900
7.9545,0.0900
7.9587,0.0900
7.9628,0.0887
7.9669,0.0900
7.9711,0.0900
7.9752,0.0887
7.9793,0.0874
7.9835,0.0861
7.9876,0.0874
7.9917,0.0887
7.9959,0.0914
8.0000,0.0874
8.0041,0.0887
8.0083,0.0887
8.0124,0.0874
8.0165,0.0887
8.0207,0.0900
8.0248,0.0900
8.0289,0.0887
8.0331,0.0900
8.0372,0.0914
8.0413,0.0914
8.0455,0.0900
8.0496,0.0887
8.0537,0.0887
8.0579,0.0887
8.0620,0.0900
8.0661,0.0887
8.0702,0.0900
8.0744,0.0900
8.0785,0.0900
8.0826,0.0900
8.0868,0.0927
8.0909,0.0887
8.0950,0.0900
8.0992,0.0900
8.1033,0.0914
8.1074,0.0927
8.1116,0.0914
8.1157,0.0900
8.1198,0.0900
8.1240,0.0914
8.1281,0.0900
8.1322,0.0914
8.1364,0.0914
8.1405,0.0927
8.1446,0.0900
8.1488,0.0887
8.1529,0.0914
8.1570,0.0874
8.1612,0.0861
8.1653,0.0874
8.1694,0.0900
8.1736,0.0887
8.1777,0.0874
8.1818,0.0914
8.1860,0.0953
8.1901,0.0900
8.1942,0.0887
8.1983,0.0940
8.2025,0.0953
8.2066,0.0940
8.2107,0.0887
8.2149,0.0927
8.2190,0.0914
8.2231,0.0887
8.2273,0.0900
8.2314,0.0887
8.2355,0.0874
8.2397,0.0900
8.2438,0.0900
8.2479,0.0914
8.2521,0.0900
8.2562,0.0900
8.2603,0.0940
8.2645,0.0900
8.2686,0.0887
8.2727,0.0914
8.2769,0.0940
8.2810,0.0900
8.2851,0.0900
8.2893,0.0900
8.2934,0.0900
8.2975,0.0900
8.3017,0.0887
8.3058,0.0900
8.3099,0.0900
8.3140,0.0887
8.3182,0.0900
8.3223,0.0874
8.3264,0.0927
8.3306,0.0874
8.3347,0.0887
8.3388,0.0874
8.3430,0.0887
8.3471,0.0900
8.3512,0.0900
8.3554,0.0900
8.3595,0.0927
8.3636,0.0887
8.3678,0.0914
8.3719,0.0914
8.3760,0.0927
8.3802,0.0900
8.3843,0.0914
8.3884,0.0900
8.3926,0.0887
8.3967,0.0900
8.4008,0.0887
8.4050,0.0874
8.4091,0.0900
8.4132,0.0900
8.4174,0.0900
8.4215,0.0900
8.4256,0.0914
8.4298,0.0914
8.4339,0.0900
8.4380,0.0914
8.4421,0.0900
8.4463,0.0914
8.4504,0.0914
8.4545,0.0914
8.4587,0.0900
8.4628,0.0900
8.4669,0.0874
8.4711,0.0900
8.4752,0.0900
8.4793,0.0887
8.4835,0.0900
8.4876,0.0887
8.4917,0.0874
8.4959,0.0900
8.5000,0.0887
8.5041,0.0900
8.5083,0.0874
8.5124,0.0887
8.5165,0.0874
8.5207,0.0927
8.5248,0.0887
8.5289,0.0900
8.5331,0.0887
8.5372,0.0914
8.5413,0.0900
8.5455,0.0887
8.5496,0.0900
8.5537,0.0940
8.5579,0.0900
8.5620,0.0900
8.5661,0.0900
8.5702,0.0914
8.5744,0.0874
8.5785,0.0914
8.5826,0.0927
8.5868,0.0914
8.5909,0.0900
8.5950,0.0914
8.5992,0.0914
8.6033,0.0914
8.6074,0.0914
8.6116,0.0900
8.6157,0.0900
8.6198,0.0927
8.6240,0.0900
8.6281,0.0900
8.6322,0.0900
8.6364,0.0927
8.6405,0.0900
8.6446,0.0900
8.6488,0.0900
8.6529,0.0927
8.6570,0.0900
8.6612,0.0887
8.6653,0.0887
8.6694,0.0874
8.6736,0.0887
8.6777,0.0900
8.6818,0.0887
8.6860,0.0874
8.6901,0.0914
8.6942,0.0900
8.6983,0.0887
8.7025,0.0900
8.7066,0.0914
8.7107,0.0887
8.7149,0.0887
8.7190,0.0874
8.7231,0.0887
8.7273,0.0900
8.7314,0.0900
8.7355,0.0887
8.7397,0.0887
8.7438,0.0900
8.7479,0.0900
8.7521,0.0861
8.7562,0.0900
8.7603,0.0887
8.7645,0.0927
8.7686,0.0900
8.7727,0.0914
8.7769,0.0887
8.7810,0.0874
8.7851,0.0887
8.7893,0.0874
8.7934,0.0900
8.7975,0.0900
8.8017,0.0900
8.8058,0.0914
8.8099,0.0874
8.8140,0.0887
8.8182,0.0887
8.8223,0.0874
8.8264,0.0900
8.8306,0.0874
8.8347,0.0887
8.8388,0.0874
8.8430,0.0887
8.8471,0.0900
8.8512,0.0914
8.8554,0.0900
8.8595,0.0900
8.8636,0.0927
8.8678,0.0967
8.8719,0.0927
8.8760,0.0914
8.8802,0.0914
8.8843,0.0927
8.8884,0.0914
8.8926,0.0900
8.8967,0.0900
8.9008,0.0927
8.9050,0.0914
8.9091,0.0914
8.9132,0.0887
8.9174,0.0927
8.9215,0.0900
8.9256,0.0914
8.9298,0.0887
8.9339,0.0914
8.9380,0.0914
8.9421,0.0914
8.9463,0.0927
8.9504,0.0887
8.9545,0.0900
8.9587,0.0900
8.9628,0.0900
8.9669,0.0887
8.9711,0.0887
8.9752,0.0927
8.9793,0.0900
8.9835,0.0861
8.9876,0.0887
8.9917,0.0887
8.9959,0.0874
9.0000,0.0874
9.0041,0.0900
9.0083,0.0914
9.0124,0.0900
9.0165,0.0887
9.0207,0.0900
9.0248,0.0927
9.0289,0.0900
9.0331,0.0900
9.0372,0.0900
9.0413,0.0900
9.0455,0.0927
9.0496,0.0887
9.0537,0.0914
9.0579,0.0900
9.0620,0.0900
9.0661,0.0900
9.0702,0.0900
9.0744,0.0914
9.0785,0.0900
9.0826,0.0900
9.0868,0.0900
9.0909,0.0900
9.0950,0.0900
9.0992,0.0914
9.1033,0.0900
9.1074,0.0914
9.1116,0.0900
9.1157,0.0914
9.1198,0.0900
9.1240,0.0900
9.1281,0.0914
9.1322,0.0900
9.1364,0.0900
9.1405,0.0887
9.1446,0.0887
9.1488,0.0900
9.1529,0.0914
9.1570,0.0874
9.1612,0.0914
9.1653,0.0900
9.1694,0.0887
9.1736,0.0887
9.1777,0.0887
9.1818,0.0861
9.1860,0.0900
9.1901,0.0874
9.1942,0.0900
9.1983,0.0900
9.2025,0.0900
9.2066,0.0887
9.2107,0.0900
9.2149,0.0900
9.2190,0.0900
9.2231,0.0914
9.2273,0.0900
9.2314,0.0900
9.2355,0.0900
9.2397,0.0900
9.2438,0.0887
9.2479,0.0861
9.2521,0.0874
9.2562,0.0900
9.2603,0.0927
9.2645,0.0887
9.2686,0.0900
9.2727,0.0900
9.2769,0.0914
9.2810,0.0887
9.2851,0.0914
9.2893,0.0914
9.2934,0.0887
9.2975,0.0887
9.3017,0.0887
9.3058,0.0914
9.3099,0.0914
9.3140,0.0887
9.3182,0.0900
9.3223,0.0914
9.3264,0.0900
9.3306,0.0874
9.3347,0.0914
9.3388,0.0900
9.3430,0.0887
9.3471,0.0874
9.3512,0.0900
9.3554,0.0914
9.3595,0.0874
9.3636,0.0874
9.3678,0.0914
9.3719,0.0914
9.3760,0.0887
9.3802,0.0887
9.3843,0.0914
9.3884,0.0900
9.3926,0.0900
9.3967,0.0900
9.4008,0.0900
9.4050,0.0887
9.4091,0.0900
9.4132,0.0887
9.4174,0.0887
9.4215,0.0887
9.4256,0.0900
9.4298,0.0900
9.4339,0.0914
9.4380,0.0887
9.4421,0.0927
9.4463,0.0900
9.4504,0.0900
9.4545,0.0887
9.4587,0.0900
9.4628,0.0887
9.4669,0.0887
9.4711,0.0874
9.4752,0.0887
9.4793,0.0887
9.4835,0.0900
9.4876,0.0887
9.4917,0.0874
9.4959,0.0900
9.5000,0.0900
9.5041,0.0887
9.5083,0.0887
9.5124,0.0887
9.5165,0.0887
9.5207,0.0861
9.5248,0.0874
9.5289,0.0900
9.5331,0.0887
9.5372,0.0887
9.5413,0.0887
9.5455,0.0927
9.5496,0.0900
9.5537,0.0887
9.5579,0.0927
9.5620,0.0900
9.5661,0.0887
9.5702,0.0900
9.5744,0.0914
9.5785,0.0900
9.5826,0.0887
9.5868,0.0887
9.5909,0.0887
9.5950,0.0900
9.5992,0.0900
9.6033,0.0900
9.6074,0.0900
9.6116,0.0887
9.6157,0.0900
9.6198,0.0900
9.6240,0.0900
9.6281,0.0887
9.6322,0.0887
9.6364,0.0900
9.6405,0.0887
9.6446,0.0887
9.6488,0.0900
9.6529,0.0927
9.6570,0.0914
9.6612,0.0874
9.6653,0.0887
9.6694,0.0914
9.6736,0.0887
9.6777,0.0900
9.6818,0.0900
9.6860,0.0900
9.6901,0.0900
9.6942,0.0900
9.6983,0.0900
9.7025,0.0914
9.7066,0.0914
9.7107,0.0900
9.7149,0.0900
9.7190,0.0927
9.7231,0.0900
9.7273,0.0900
9.7314,0.0887
9.7355,0.0914
9.7397,0.0887
9.7438,0.0900
9.7479,0.0887
9.7521,0.0900
9.7562,0.0914
9.7603,0.0900
9.7645,0.0914
9.7686,0.0914
9.7727,0.0900
9.7769,0.0900
9.7810,0.0914
9.7851,0.0900
9.7893,0.0900
9.7934,0.0914
9.7975,0.0900
9.8017,0.0900
9.8058,0.0887
9.8099,0.0900
9.8140,0.0900
9.8182,0.0887
9.8223,0.0887
9.8264,0.0900
9.8306,0.0900
9.8347,0.0887
9.8388,0.0900
9.8430,0.0900
9.8471,0.0900
9.8512,0.0900
9.8554,0.0914
9.8595,0.0914
9.8636,0.0900
9.8678,0.0900
9.8719,0.0914
9.8760,0.0914
9.8802,0.0887
9.8843,0.0900
9.8884,0.0927
9.8926,0.0914
9.8967,0.0874
9.9008,0.0887
9.9050,0.0900
9.9091,0.0914
9.9132,0.0887
9.9174,0.0900
9.9215,0.0927
9.9256,0.0927
9.9298,0.0887
9.9339,0.0900
9.9380,0.0887
9.9421,0.0900
9.9463,0.0887
9.9504,0.0887
9.9545,0.0900
9.9587,0.0887
9.9628,0.0887
9.9669,0.0900
9.9711,0.0874
9.9752,0.0887
9.9793,0.0900
9.9835,0.0900
9.9876,0.0861
9.9917,0.0874
9.9959,0.0914
10.0000,0.0874
10.0041,0.0847
10.0083,0.0847
10.0124,0.0900
10.0165,0.0900
10.0207,0.0874
10.0248,0.0887
10.0289,0.0927
10.0331,0.0927
10.0372,0.0887
10.0413,0.0887
10.0455,0.0914
10.0496,0.0900
10.0537,0.0900
10.0579,0.0900
10.0620,0.0914
10.0661,0.0914
10.0702,0.0900
10.0744,0.0874
10.0785,0.0887
10.0826,0.0927
10.0868,0.0900
10.0909,0.0900
10.0950,0.0900
10.0992,0.0940
10.1033,0.0900
10.1074,0.0914
10.1116,0.0900
10.1157,0.0940
10.1198,0.0900
10.1240,0.0900
10.1281,0.0914
10.1322,0.0914
10.1364,0.0914
10.1405,0.0900
10.1446,0.0887
10.1488,0.0914
10.1529,0.0887
10.1570,0.0874
10.1612,0.0887
10.1653,0.0900
10.1694,0.0887
10.1736,0.0887
10.1777,0.0887
10.1818,0.0874
10.1859,0.0874
10.1901,0.0887
10.1942,0.0900
10.1983,0.0900
10.2025,0.0900
10.2066,0.0914
10.2107,0.0887
10.2149,0.0900
10.2190,0.0914
10.2231,0.0900
10.2273,0.0914
10.2314,0.0900
10.2355,0.0887
10.2397,0.0900
10.2438,0.0887
10.2479,0.0887
10.2521,0.0900
10.2562,0.0914
10.2603,0.0927
10.2645,0.0900
10.2686,0.0914
10.2727,0.0914
10.2769,0.0900
10.2810,0.0874
10.2851,0.0887
10.2893,0.0914
10.2934,0.0927
10.2975,0.0900
10.3017,0.0900
10.3058,0.0900
10.3099,0.0887
10.3140,0.0887
10.3182,0.0874
10.3223,0.0914
10.3264,0.0914
10.3306,0.0900
10.3347,0.0900
10.3388,0.0900
10.3430,0.0900
10.3471,0.0874
10.3512,0.0861
10.3554,0.0887
10.3595,0.0874
10.3636,0.0887
10.3678,0.0874
10.3719,0.0887
10.3760,0.0887
10.3802,0.0887
10.3843,0.0887
10.3884,0.0887
10.3926,0.0900
10.3967,0.0900
10.4008,0.0874
10.4050,0.0887
10.4091,0.0900
10.4132,0.0914
10.4174,0.0887
10.4215,0.0874
10.4256,0.0887
10.4298,0.0887
10.4339,0.0874
10.4380,0.0887
10.4421,0.0914
10.4463,0.0900
10.4504,0.0874
10.4545,0.0887
10.4587,0.0927
10.4628,0.0914
10.4669,0.0887
10.4711,0.0914
10.4752,0.0927
10.4793,0.0914
10.4835,0.0940
10.4876,0.0900
10.4917,0.0900
10.4959,0.0900
10.5000,0.0914
10.5041,0.0900
10.5083,0.0887
10.5124,0.0900
10.5165,0.0887
10.5207,0.0900
10.5248,0.0887
10.5289,0.0914
10.5331,0.0927
10.5372,0.0953
10.5413,0.0940
10.5455,0.0967
10.5496,0.0953
10.5537,0.0927
10.5579,0.0900
10.5620,0.0914
10.5661,0.0927
10.5702,0.0900
10.5744,0.0900
10.5785,0.0914
10.5826,0.0900
10.5868,0.0847
10.5909,0.0900
10.5950,0.0887
10.5992,0.0874
10.6033,0.0861
10.6074,0.0914
10.6116,0.0927
10.6157,0.0900
10.6198,0.0914
10.6240,0.0914
10.6281,0.0874
10.6322,0.0900
10.6364,0.0900
10.6405,0.0927
10.6446,0.0900
10.6488,0.0900
10.6529,0.0900
10.6570,0.0927
10.6612,0.0874
10.6653,0.0874
10.6694,0.0874
10.6736,0.0900
10.6777,0.0861
10.6818,0.0914
10.6859,0.0887
10.6901,0.0914
10.6942,0.0874
10.6983,0.0900
10.7025,0.0900
10.7066,0.0927
10.7107,0.0900
10.7149,0.0940
10.7190,0.0914
10.7231,0.0900
10.7273,0.0914
10.7314,0.0900
10.7355,0.0861
10.7397,0.0900
10.7438,0.0887
10.7479,0.0914
10.7521,0.0900
10.7562,0.0914
10.7603,0.0900
10.7645,0.0887
10.7686,0.0914
10.7727,0.0887
10.7769,0.0900
10.7810,0.0900
10.7851,0.0914
10.7893,0.0914
10.7934,0.0874
10.7975,0.0900
10.8017,0.0887
10.8058,0.0887
10.8099,0.0874
10.8140,0.0927
10.8182,0.0900
10.8223,0.0887
10.8264,0.0887
10.8306,0.0900
10.8347,0.0900
10.8388,0.0861
10.8430,0.0861
10.8471,0.0861
10.8512,0.0914
10.8554,0.0861
10.8595,0.0900
10.8636,0.0927
10.8678,0.0900
10.8719,0.0900
10.8760,0.0900
10.8802,0.0900
10.8843,0.0914
10.8884,0.0927
10.8926,0.0914
10.8967,0.0914
10.9008,0.0887
10.9050,0.0887
10.9091,0.0887
10.9132,0.0847
10.9174,0.0887
10.9215,0.0914
10.9256,0.0900
10.9298,0.0887
10.9339,0.0927
10.9380,0.0940
10.9421,0.0900
10.9463,0.0874
10.9504,0.0900
10.9545,0.0940
10.9587,0.0914
10.9628,0.0900
10.9669,0.0900
10.9711,0.0900
10.9752,0.0900
10.9793,0.0874
10.9835,0.0874
10.9876,0.0914
10.9917,0.0900
10.9959,0.0900
11.0000,0.0887
11.0041,0.0914
11.0083,0.0874
11.0124,0.0887
11.0165,0.0887
11.0207,0.0874
11.0248,0.0887
11.0289,0.0900
11.0331,0.0927
11.0372,0.0900
11.0413,0.0900
11.0455,0.0914
11.0496,0.0914
11.0537,0.0900
11.0579,0.0900
11.0620,0.0900
11.0661,0.0900
11.0702,0.0900
11.0744,0.0914
11.0785,0.0900
11.0826,0.0900
11.0868,0.0874
11.0909,0.0887
11.0950,0.0927
11.0992,0.0900
11.1033,0.0887
11.1074,0.0914
11.1116,0.0887
11.1157,0.0914
11.1198,0.0874
11.1240,0.0900
11.1281,0.0914
11.1322,0.0914
11.1364,0.0900
11.1405,0.0900
11.1446,0.0914
11.1488,0.0900
11.1529,0.0900
11.1570,0.0914
11.1612,0.0887
11.1653,0.0887
11.1694,0.0900
11.1736,0.0900
11.1777,0.0874
11.1818,0.0887
11.1859,0.0900
11.1901,0.0874
11.1942,0.0887
11.1983,0.0900
11.2025,0.0940
11.2066,0.0914
11.2107,0.0900
11.2149,0.0940
11.2190,0.0900
11.2231,0.0900
11.2273,0.0900
11.2314,0.0914
11.2355,0.0887
11.2397,0.0914
11.2438,0.0887
11.2479,0.0914
11.2521,0.0900
11.2562,0.0887
11.2603,0.0900
11.2645,0.0927
11.2686,0.0900
11.2727,0.0900
11.2769,0.0914
11.2810,0.0914
11.2851,0.0914
11.2893,0.0900
11.2934,0.0887
11.2975,0.0900
11.3017,0.0861
11.3058,0.0967
11.3099,0.0900
11.3140,0.0927
11.3182,0.0874
11.3223,0.0940
11.3264,0.0914
11.3306,0.0914
11.3347,0.0914
11.3388,0.0900
11.3430,0.0900
11.3471,0.0887
11.3512,0.0887
11.3554,0.0900
11.3595,0.0914
11.3636,0.0874
11.3678,0.0887
11.3719,0.0927
11.3760,0.0914
11.3802,0.0900
11.3843,0.0900
11.3884,0.0914
11.3926,0.0927
11.3967,0.0900
11.4008,0.0874
11.4050,0.0914
11.4091,0.0927
11.4132,0.0900
11.4174,0.0887
11.4215,0.0900
11.4256,0.0900
11.4298,0.0914
11.4339,0.0900
11.4380,0.0914
11.4421,0.0914
11.4463,0.0914
11.4504,0.0900
11.4545,0.0927
11.4587,0.0900
11.4628,0.0914
11.4669,0.0887
11.4711,0.0900
11.4752,0.0887
11.4793,0.0914
11.4835,0.0900
